# BLASTN 2.2.27+
# Query: NC_012920.1 Homo sapiens mitochondrion, complete genome.
# Database: human_g1k_v37.fasta
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 180 hits found
NC_012920.1	1	100.00	39	0	0	9562	9600	215673139	215673177	5e-009	73.1
NC_012920.1	17	83.47	9560	1476	75	1592	11111	22022346	22031841	0.0	8805
NC_012920.1	17	80.61	2218	405	22	14364	16568	22018521	22020726	0.0	1690
NC_012920.1	17	81.23	1550	230	46	575	2097	19501872	19503387	0.0	1194
NC_012920.1	17	87.49	991	116	5	573	1560	22021361	22022346	0.0	1136
NC_012920.1	17	96.17	653	25	0	6817	7469	51183094	51183746	0.0	1068
NC_012920.1	17	78.59	1364	252	29	3260	4612	19505527	19506861	0.0	 865
NC_012920.1	17	82.57	637	76	22	2656	3273	19504577	19505197	2e-146	 529
NC_012920.1	17	81.02	590	90	18	2084	2665	19503698	19504273	2e-122	 449
NC_012920.1	17	81.16	467	67	18	1	458	22020727	22021181	4e-094	 355
NC_012920.1	17	97.06	68	2	0	10142	10209	42075084	42075151	8e-022	 115
NC_012920.1	17	97.56	41	1	0	6902	6942	78591422	78591382	2e-008	71.3
NC_012920.1	4	76.28	15056	3174	333	664	15554	156387619	156372796	0.0	7653
NC_012920.1	4	77.65	3571	701	75	13035	16560	65476259	65472741	0.0	2084
NC_012920.1	4	79.29	2632	440	80	575	3164	117218897	117221465	0.0	1744
NC_012920.1	4	79.85	809	143	18	2790	3587	93622975	93623774	1e-159	 573
NC_012920.1	4	93.86	342	21	0	9337	9678	12642259	12641918	2e-142	 516
NC_012920.1	4	85.57	388	44	8	2003	2388	129002937	129002560	3e-106	 396
NC_012920.1	4	91.67	240	20	0	2225	2464	78929915	78929676	2e-087	 333
NC_012920.1	4	93.71	175	11	0	12249	12423	163342693	163342519	3e-066	 263
NC_012920.1	4	94.08	152	9	0	2899	3050	27732197	27732046	8e-057	 231
NC_012920.1	4	96.18	131	5	0	962	1092	56194327	56194457	8e-052	 215
NC_012920.1	4	87.03	185	20	2	2895	3075	90652984	90653168	5e-049	 206
NC_012920.1	4	96.77	93	3	0	14980	15072	47774381	47774289	5e-034	 156
NC_012920.1	4	76.05	238	47	7	16330	16561	117217783	117218016	8e-022	 115
NC_012920.1	4	78.33	180	36	3	16294	16471	5406266	5406444	3e-021	 113
NC_012920.1	2	76.20	11704	2499	215	3798	15397	131029383	131040904	0.0	5921
NC_012920.1	2	77.79	5926	1114	158	596	6430	117778789	117784603	0.0	3467
NC_012920.1	2	77.38	4669	873	129	575	5175	140981793	140977240	0.0	2603
NC_012920.1	2	76.41	4167	866	80	6379	10518	132141275	132137199	0.0	2141
NC_012920.1	2	79.91	2205	369	60	596	2755	212641333	212639158	0.0	1550
NC_012920.1	2	77.76	2568	511	49	3722	6261	132143811	132141276	0.0	1524
NC_012920.1	2	72.96	4479	1084	98	11591	16008	83042106	83046518	0.0	1445
NC_012920.1	2	76.50	2706	602	33	10439	13130	202079704	202077019	0.0	1443
NC_012920.1	2	75.02	2990	675	58	9784	12754	120970237	120973173	0.0	1317
NC_012920.1	2	80.05	1619	268	41	575	2171	143849153	143847568	0.0	1149
NC_012920.1	2	82.00	1350	218	18	4859	6195	156121314	156119977	0.0	1123
NC_012920.1	2	76.74	1784	367	40	4853	6609	212641934	212643696	0.0	 952
NC_012920.1	2	95.38	476	22	0	8313	8788	88124409	88124884	0.0	 758
NC_012920.1	2	83.95	729	116	1	6269	6997	50816553	50815826	0.0	 697
NC_012920.1	2	77.10	987	198	23	5170	6144	140975540	140974570	2e-151	 545
NC_012920.1	2	85.38	506	59	14	1013	1511	95565248	95564751	9e-141	 510
NC_012920.1	2	74.09	1324	275	45	11796	13102	238432552	238431280	2e-132	 483
NC_012920.1	2	94.85	272	14	0	6740	7011	49457038	49456767	3e-115	 425
NC_012920.1	2	80.59	443	72	11	833	1268	180604467	180604032	3e-086	 329
NC_012920.1	2	98.48	132	2	0	611	742	149639426	149639295	2e-057	 233
NC_012920.1	2	91.82	159	12	1	890	1048	227586985	227587142	2e-053	 220
NC_012920.1	2	88.17	169	12	2	956	1124	41012097	41012257	1e-045	 195
NC_012920.1	2	78.02	273	53	6	16294	16562	143850185	143849916	8e-037	 165
NC_012920.1	2	81.82	143	21	4	2179	2319	143846431	143846292	8e-022	 115
NC_012920.1	2	92.50	80	6	0	2769	2848	148022761	148022840	8e-022	 115
NC_012920.1	2	100.00	53	0	0	1766	1818	33992590	33992538	8e-017	99.0
NC_012920.1	X	78.83	5901	1070	134	576	6405	55210460	55204668	0.0	3812
NC_012920.1	X	93.07	750	51	1	6552	7301	125605687	125606435	0.0	1096
NC_012920.1	X	93.68	554	35	0	10605	11158	125606714	125607267	0.0	 830
NC_012920.1	X	75.34	1561	310	56	683	2216	142517818	142519330	0.0	 680
NC_012920.1	X	96.63	267	8	1	687	953	125606715	125606450	3e-120	 442
NC_012920.1	X	74.67	683	123	32	798	1459	102064258	102064911	1e-064	 257
NC_012920.1	X	81.53	287	45	6	2418	2699	142519612	142519895	3e-056	 230
NC_012920.1	X	77.49	271	49	11	16305	16568	125864650	125864915	6e-033	 152
NC_012920.1	X	87.22	133	12	4	574	703	125865702	125865832	3e-031	 147
NC_012920.1	X	87.91	91	7	2	2985	3075	110660389	110660303	2e-018	 104
NC_012920.1	X	87.80	82	10	0	14871	14952	83659015	83658934	3e-016	97.1
NC_012920.1	9	77.33	6757	1290	171	1286	7945	5092087	5098698	0.0	3768
NC_012920.1	9	84.19	2549	352	46	574	3096	33656609	33659132	0.0	2427
NC_012920.1	9	77.12	2395	485	52	4604	6969	83180846	83178486	0.0	1328
NC_012920.1	9	88.74	231	23	3	5504	5733	95301890	95301662	3e-071	 279
NC_012920.1	9	88.24	68	8	0	3828	3895	81425870	81425803	8e-012	82.4
NC_012920.1	11	94.25	2453	137	4	521	2972	10531883	10529434	0.0	3746
NC_012920.1	11	75.86	7692	1553	213	2075	9693	103280288	103272828	0.0	3637
NC_012920.1	11	74.21	4959	1154	100	10658	15566	81263477	81268360	0.0	1956
NC_012920.1	11	80.40	1403	203	52	689	2047	103281759	103280385	0.0	1002
NC_012920.1	11	82.29	576	78	20	596	1163	87524999	87524440	9e-131	 477
NC_012920.1	11	96.32	163	6	0	6641	6803	73221706	73221868	6e-068	 268
NC_012920.1	11	81.18	170	29	3	16401	16568	63954775	63954943	2e-027	 134
NC_012920.1	11	98.61	72	1	0	14659	14730	122874385	122874314	1e-025	 128
NC_012920.1	7	75.19	7834	1696	183	8294	16023	57257937	57265626	0.0	3469
NC_012920.1	7	76.44	4827	1002	99	3453	8245	63572935	63568210	0.0	2490
NC_012920.1	7	84.03	2548	355	47	574	3096	142373009	142375529	0.0	2403
NC_012920.1	7	75.07	4200	945	82	10693	14858	57237047	57241178	0.0	1862
NC_012920.1	7	76.40	3386	688	87	3291	6622	141504465	141501137	0.0	1724
NC_012920.1	7	77.52	2095	426	36	3818	5892	57253472	57255541	0.0	1218
NC_012920.1	7	82.07	569	86	15	2740	3299	141505330	141504769	4e-129	 472
NC_012920.1	7	95.12	164	8	0	2411	2574	45291563	45291726	4e-065	 259
NC_012920.1	7	78.66	389	46	21	5512	5890	68798990	68798629	1e-054	 224
NC_012920.1	7	98.00	100	2	0	1613	1712	145694426	145694525	1e-039	 174
NC_012920.1	7	93.64	110	6	1	12956	13065	68201512	68201620	3e-036	 163
NC_012920.1	20	78.95	3345	577	92	987	4280	55935732	55932464	0.0	2159
NC_012920.1	20	100.00	42	0	0	2180	2221	9149571	9149612	1e-010	78.7
NC_012920.1	20	95.35	43	2	0	3499	3541	13147959	13148001	6e-008	69.4
NC_012920.1	3	95.47	1325	56	4	1396	2718	96337354	96336032	0.0	2111
NC_012920.1	3	81.03	1645	265	40	1418	3039	40293638	40295258	0.0	1266
NC_012920.1	3	83.31	623	104	0	7150	7772	120440870	120441492	3e-160	 575
NC_012920.1	3	85.79	394	47	9	1925	2314	160665442	160665830	3e-110	 409
NC_012920.1	3	80.00	405	74	6	15808	16207	43271223	43270821	3e-075	 292
NC_012920.1	3	85.93	135	14	3	5687	5816	152637623	152637489	5e-029	 139
NC_012920.1	3	96.05	76	3	0	4353	4428	68708207	68708282	1e-024	 124
NC_012920.1	3	97.44	39	1	0	10984	11022	25508995	25509033	2e-007	67.6
NC_012920.1	3	100.00	29	0	0	12611	12639	68719677	68719705	0.002	54.7
NC_012920.1	8	77.01	3801	680	121	581	4336	32868968	32872619	0.0	1999
NC_012920.1	8	78.54	2866	513	75	656	3478	47742672	47739866	0.0	1792
NC_012920.1	8	75.15	2922	654	57	10658	13558	68499295	68496425	0.0	1308
NC_012920.1	8	76.68	1865	393	35	4863	6708	134767050	134768891	0.0	 996
NC_012920.1	8	72.49	2519	578	84	13551	16029	68496113	68493670	0.0	 706
NC_012920.1	8	77.21	781	151	22	4303	5076	32872621	32873381	7e-117	 431
NC_012920.1	8	74.55	955	209	26	8491	9436	68500674	68499745	2e-103	 387
NC_012920.1	8	82.68	381	57	8	2286	2661	77113998	77114374	3e-086	 329
NC_012920.1	8	71.81	1238	257	61	1013	2216	104095283	104096462	6e-068	 268
NC_012920.1	8	86.73	211	27	1	1522	1732	77557904	77557695	2e-057	 233
NC_012920.1	8	85.78	211	30	0	8665	8875	20408707	20408917	1e-054	 224
NC_012920.1	8	88.36	146	17	0	637	782	73897944	73898089	4e-040	 176
NC_012920.1	8	98.81	84	1	0	14860	14943	100508181	100508098	2e-032	 150
NC_012920.1	8	91.43	70	5	1	800	868	39928102	39928171	1e-015	95.3
NC_012920.1	14	93.07	1024	68	3	5582	6605	32954324	32953304	0.0	1495
NC_012920.1	14	80.57	1518	243	43	1827	3313	84637688	84639184	0.0	1122
NC_012920.1	14	82.77	412	59	9	574	981	52054486	52054083	1e-094	 357
NC_012920.1	10	78.87	2186	402	54	1721	3874	37891882	37889725	0.0	1423
NC_012920.1	10	76.09	2764	588	56	5510	8245	71353077	71350359	0.0	1375
NC_012920.1	10	75.75	2305	505	50	11668	13948	36724078	36721804	0.0	1110
NC_012920.1	10	77.37	1516	299	39	1325	2817	57358347	57359841	0.0	 859
NC_012920.1	10	75.28	1149	233	36	4189	5305	20036450	20037579	5e-138	 501
NC_012920.1	10	83.29	431	63	7	2417	2844	20035675	20036099	4e-104	 388
NC_012920.1	10	88.97	145	16	0	2515	2659	27162190	27162334	3e-041	 180
NC_012920.1	6	72.93	3454	827	86	7450	10850	153986707	153990105	0.0	1099
NC_012920.1	6	90.91	528	46	2	2408	2934	62284008	62284534	0.0	 708
NC_012920.1	6	77.63	590	124	7	11063	11648	153990330	153990915	6e-093	 351
NC_012920.1	6	83.58	341	50	6	4149	4486	95157160	95156823	7e-082	 315
NC_012920.1	6	85.32	218	32	0	3162	3379	156869187	156868970	4e-055	 226
NC_012920.1	6	85.84	113	16	0	8715	8827	89265024	89265136	2e-023	 121
NC_012920.1	16	77.44	1773	371	25	2856	4614	3421355	3419598	0.0	1031
NC_012920.1	16	76.78	1374	280	29	12219	13573	20733723	20732370	0.0	 734
NC_012920.1	16	79.84	635	98	24	2195	2817	3422332	3421716	2e-118	 436
NC_012920.1	16	88.71	124	14	0	12221	12344	69392598	69392721	6e-033	 152
NC_012920.1	12	74.43	1357	306	29	3559	4902	42093881	42092553	2e-151	 545
NC_012920.1	12	98.88	89	1	0	3790	3878	41757525	41757437	4e-035	 159
NC_012920.1	12	90.48	105	10	0	1722	1826	22158766	22158870	5e-029	 139
NC_012920.1	12	94.12	68	4	0	4240	4307	63167790	63167857	2e-018	 104
NC_012920.1	GL000211.1	86.14	505	57	12	1013	1511	79452	79949	2e-147	 532
NC_012920.1	GL000218.1	85.77	506	57	13	1013	1511	17026	17523	4e-144	 521
NC_012920.1	21	85.08	496	62	11	1013	1502	9735546	9736035	2e-136	 496
NC_012920.1	21	98.75	160	2	0	5736	5895	10492883	10493042	6e-073	 285
NC_012920.1	21	88.14	194	23	0	5994	6187	46796299	46796106	8e-057	 231
NC_012920.1	21	87.50	80	9	1	12260	12339	45895055	45894977	1e-014	91.6
NC_012920.1	Y	84.55	505	65	12	1013	1511	13290173	13290670	4e-134	 488
NC_012920.1	Y	100.00	71	0	0	1272	1342	4212892	4212822	8e-027	 132
NC_012920.1	Y	100.00	66	0	0	6498	6563	8979505	8979570	5e-024	 122
NC_012920.1	13	99.22	256	2	0	982	1237	110076727	110076472	3e-126	 462
NC_012920.1	13	91.87	123	10	0	5107	5229	56545890	56545768	5e-039	 172
NC_012920.1	13	92.00	75	6	0	9518	9592	41342484	41342558	5e-019	 106
NC_012920.1	18	97.40	192	5	0	7974	8165	45379808	45379617	1e-085	 327
NC_012920.1	18	83.09	343	43	9	963	1300	59542118	59541786	7e-077	 298
NC_012920.1	18	93.59	156	9	1	14380	14535	2842352	2842198	8e-057	 231
NC_012920.1	22	100.00	47	0	0	6180	6226	36281719	36281765	2e-013	87.9
NC_012920.1	15	95.35	43	2	0	2174	2216	67333249	67333291	6e-008	69.4
# BLAST processed 1 queries
